VARIABLES = "x" "y" "z"
ZONE I= 323, J= 1, K= 1, F=POINT
0.066585605 0.018920104 0.000000000 
0.066396260 0.018951090 0.000000000 
0.066007108 0.019008207 0.000000000 
0.065393053 0.019079583 0.000000000 
0.064749735 0.019136928 0.000000000 
0.064078217 0.019180507 0.000000000 
0.063379561 0.019210590 0.000000000 
0.062654830 0.019227442 0.000000000 
0.061905088 0.019231331 0.000000000 
0.061131397 0.019222525 0.000000000 
0.060334820 0.019201291 0.000000000 
0.059516420 0.019167896 0.000000000 
0.058677259 0.019122607 0.000000000 
0.057818401 0.019065692 0.000000000 
0.056940909 0.018997418 0.000000000 
0.056045845 0.018918052 0.000000000 
0.055134272 0.018827862 0.000000000 
0.054207254 0.018727115 0.000000000 
0.053265853 0.018616078 0.000000000 
0.052311131 0.018495019 0.000000000 
0.051344153 0.018364205 0.000000000 
0.050365980 0.018223902 0.000000000 
0.049377676 0.018074380 0.000000000 
0.048380304 0.017915904 0.000000000 
0.047374925 0.017748742 0.000000000 
0.046362605 0.017573161 0.000000000 
0.045344404 0.017389429 0.000000000 
0.044321386 0.017197814 0.000000000 
0.043294614 0.016998581 0.000000000 
0.042265151 0.016791999 0.000000000 
0.041234060 0.016578335 0.000000000 
0.040202404 0.016357856 0.000000000 
0.039171245 0.016130830 0.000000000 
0.038141646 0.015897523 0.000000000 
0.037114670 0.015658204 0.000000000 
0.036091381 0.015413139 0.000000000 
0.035072841 0.015162596 0.000000000 
0.034060112 0.014906842 0.000000000 
0.033054258 0.014646144 0.000000000 
0.032056342 0.014380770 0.000000000 
0.031067427 0.014110986 0.000000000 
0.030088575 0.013837061 0.000000000 
0.029120849 0.013559262 0.000000000 
0.028165313 0.013277855 0.000000000 
0.027223029 0.012993109 0.000000000 
0.026295059 0.012705290 0.000000000 
0.025382468 0.012414666 0.000000000 
0.024486317 0.012121504 0.000000000 
0.023607670 0.011826071 0.000000000 
0.022747590 0.011528635 0.000000000 
0.021907139 0.011229463 0.000000000 
0.021086108 0.010928817 0.000000000 
0.020284291 0.010626958 0.000000000 
0.019501477 0.010324149 0.000000000 
0.018737459 0.010020651 0.000000000 
0.017992027 0.009716726 0.000000000 
0.017264974 0.009412636 0.000000000 
0.016556091 0.009108643 0.000000000 
0.015865169 0.008805009 0.000000000 
0.015192000 0.008501995 0.000000000 
0.014536376 0.008199863 0.000000000 
0.013898088 0.007898876 0.000000000 
0.013276927 0.007599294 0.000000000 
0.012672685 0.007301380 0.000000000 
0.012085154 0.007005395 0.000000000 
0.011514124 0.006711602 0.000000000 
0.010959388 0.006420262 0.000000000 
0.010420737 0.006131637 0.000000000 
0.009897962 0.005845989 0.000000000 
0.009390856 0.005563579 0.000000000 
0.008899208 0.005284670 0.000000000 
0.008422812 0.005009524 0.000000000 
0.007961459 0.004738401 0.000000000 
0.007514939 0.004471565 0.000000000 
0.007083045 0.004209276 0.000000000 
0.006665494 0.003951746 0.000000000 
0.006262005 0.003699184 0.000000000 
0.005872296 0.003451803 0.000000000 
0.005496085 0.003209812 0.000000000 
0.005133090 0.002973422 0.000000000 
0.004783030 0.002742844 0.000000000 
0.004445621 0.002518288 0.000000000 
