-3.292426822603722325e+00 -3.189063257039205457e+00
-3.306247719720571521e+00 -3.202884154156054652e+00
-3.320240491920178449e+00 -3.216876926355661581e+00
-3.334425148914421655e+00 -3.231061583349904787e+00
-3.348822710368374533e+00 -3.245459144803857665e+00
-3.363455340330141929e+00 -3.260091774765625061e+00
-3.378346492374646903e+00 -3.274982926810130035e+00
-3.393521076384219626e+00 -3.290157510819702757e+00
-3.409005637729878302e+00 -3.305642072165361434e+00
-3.424828560521365084e+00 -3.321464994956848216e+00
-3.441020294933520685e+00 -3.337656729369003816e+00
-3.457613613171278022e+00 -3.354250047606761154e+00
-3.474643898798045250e+00 -3.371280333233528381e+00
-3.492149475014897586e+00 -3.388785909450380718e+00
-3.510171989101651846e+00 -3.406808423537134978e+00
-3.528756808714513582e+00 -3.425393243149996714e+00
-3.547953550388057486e+00 -3.444589984823540618e+00
-3.567816623418833988e+00 -3.464453057854317120e+00
-3.588405887777807557e+00 -3.485042322213290689e+00
-3.609787412409799945e+00 -3.506423846845283077e+00
-3.632034358858872825e+00 -3.528670793294355956e+00
-3.655228015136309239e+00 -3.551864449571792370e+00
-3.679459010456203494e+00 -3.576095444891686626e+00
-3.704828748650778714e+00 -3.601465183086261845e+00
-3.731451107162695013e+00 -3.628087541598178145e+00
1.660454559825780052e+00 1.763818125390296920e+00
1.188048457821895454e+01 1.198384814378347230e+01
3.215368915421974805e+01 3.225705271978426936e+01
5.284406182712805844e+01 5.294742539269257975e+01
1.649304608630518310e+00 1.752668174195035178e+00
1.187291319718171501e+01 1.197627676274623099e+01
3.215124996705982596e+01 3.225461353262434017e+01
5.283441346714234044e+01 5.293777703270685464e+01
1.637424336244363232e+00 1.740787901808880100e+00
1.186501786493444399e+01 1.196838143049896175e+01
3.214882489678403488e+01 3.225218846234854908e+01
5.282218543244911757e+01 5.292554899801363888e+01
1.625000384913003693e+00 1.728363950477520561e+00
1.185690377871552492e+01 1.196026734428004090e+01
3.214639574896659724e+01 3.224975931453111855e+01
5.280761032118385856e+01 5.291097388674837276e+01
1.612081123450010089e+00 1.715444689014526958e+00
1.184857154699495396e+01 1.195193511255947172e+01
3.214394662960037863e+01 3.224731019516489994e+01
5.279088828579007497e+01 5.289425185135458918e+01
1.598689432938248167e+00 1.702052998502765035e+00
1.184004114573707334e+01 1.194340471130158932e+01
3.214147002173272938e+01 3.224483358729724358e+01
5.277236583256306801e+01 5.287572939812758221e+01
1.584828481733117300e+00 1.688192047297634169e+00
1.183132491228742467e+01 1.193468847785194242e+01
3.213895174494535922e+01 3.224231531050988053e+01
5.275220127066624798e+01 5.285556483623076218e+01
1.570487302603952529e+00 1.673850868168469397e+00
1.182243690387383417e+01 1.192580046943835015e+01
3.213638536412651092e+01 3.223974892969103223e+01
5.273069466497688040e+01 5.283405823054139461e+01
1.555644917811604522e+00 1.659008483376121390e+00
1.181335420724105489e+01 1.191671777280557265e+01
3.213375979307141961e+01 3.223712335863594092e+01
5.270791942794780027e+01 5.281128299351232158e+01
1.540273598480391470e+00 1.643637164044908339e+00
1.180408042117605483e+01 1.190744398674057081e+01
3.213106950158609720e+01 3.223443306715061851e+01
5.268408375535337029e+01 5.278744732091788450e+01
1.524340760723089438e+00 1.627704326287606307e+00
1.179458945076566501e+01 1.189795301633018099e+01
3.212830406901304059e+01 3.223166763457755479e+01
5.265919590342511469e+01 5.276255946898962890e+01
1.507810180023819058e+00 1.611173745588335926e+00
1.178489024513352490e+01 1.188825381069804266e+01
3.212546010548243203e+01 3.222882367104695334e+01
5.263335849236392505e+01 5.273672205792843926e+01
1.490642438132972813e+00 1.594006003697489682e+00
1.177494914139940363e+01 1.187831270696392139e+01
3.212252551868594708e+01 3.222588908425046839e+01
5.260654638528463067e+01 5.270990995084914488e+01
1.472795021578473751e+00 1.576158587142990619e+00
1.176478273184792478e+01 1.186814629741244076e+01
3.211950122642672056e+01 3.222286479199124187e+01
5.257879890849746118e+01 5.268216247406198249e+01
1.454222017794983834e+00 1.557585583359500703e+00
1.175434847341895406e+01 1.185771203898347181e+01
3.211637163204277101e+01 3.221973519760728522e+01
5.255009755643513358e+01 5.265346112199965489e+01
1.434873748726254838e+00 1.538237314290771707e+00
1.174366488012591425e+01 1.184702844569043023e+01
3.211314613701942733e+01 3.221650970258394864e+01
5.252042233785417125e+01 5.262378590341869256e+01
1.414696045910768696e+00 1.518059611475285564e+00
1.173268734774959476e+01 1.183605091331411074e+01
3.210980300663963760e+01 3.221316657220415891e+01
5.248975838817766260e+01 5.259312195374218390e+01
1.393629511518746256e+00 1.496993077083263124e+00
1.172145482279976392e+01 1.182481838836428167e+01
3.210636687909945408e+01 3.220973044466397539e+01
5.245805230909755323e+01 5.256141587466207454e+01
1.371608473230176983e+00 1.474972038794693852e+00
1.170990292573337399e+01 1.181326649129789175e+01
3.210280643291282843e+01 3.220616999847734974e+01
5.242529836286539080e+01 5.252866192842990500e+01
1.348559822120075857e+00 1.451923387684592726e+00
1.169806648980714492e+01 1.180143005537166090e+01
3.209917179374537000e+01 3.220253535930989131e+01
5.239142940006027516e+01 5.249479296562478936e+01
1.324401434363633889e+00 1.427764999928150758e+00
1.168585981013328379e+01 1.178922337569780154e+01
3.209541780383807463e+01 3.219878136940258884e+01
5.235645378231160407e+01 5.245981734787612538e+01
1.299040399524169942e+00 1.402403965088686810e+00
1.167332115332344422e+01 1.177668471888796020e+01
3.209163507853007502e+01 3.219499864409458922e+01
5.232029775472840072e+01 5.242366132029291492e+01
1.272370637662871395e+00 1.375734203227388264e+00
1.166035018568620352e+01 1.176371375125071950e+01
3.208776016031978884e+01 3.219112372588431015e+01
5.228302205380252587e+01 5.238638561936704008e+01
1.244270276790719443e+00 1.347633842355236311e+00
1.164697310397871455e+01 1.175033666954323053e+01
3.208394444930003431e+01 3.218730801486454851e+01
5.224452613630258213e+01 5.234788970186710344e+01
1.214598184808663994e+00 1.317961750373180863e+00
1.163306777435459338e+01 1.173643133991911114e+01
3.208010256927408932e+01 3.218346613483861063e+01
5.220489675962376452e+01 5.230826032518827873e+01
2.158786507192545301e+01 2.169122863748997077e+01
2.339485097330720365e+01 2.349821453887172140e+01
2.158959732844812507e+01 2.169296089401264283e+01
2.340842077062790239e+01 2.351178433619242014e+01
2.158935756185571009e+01 2.169272112742022784e+01
2.341987717770969724e+01 2.352324074327421499e+01
2.158820779932141321e+01 2.169157136488593096e+01
2.343044831968105157e+01 2.353381188524556933e+01
2.158655141937972033e+01 2.168991498494423809e+01
2.344074722872150929e+01 2.354411079428602704e+01
2.158464752069123804e+01 2.168801108625575580e+01
2.345118101652598241e+01 2.355454458209050017e+01
2.158265875344325835e+01 2.168602231900777610e+01
2.346202215711962324e+01 2.356538572268414100e+01
2.158068522982415871e+01 2.168404879538867647e+01
2.347344632751341820e+01 2.357680989307793595e+01
2.157878660419527606e+01 2.168215016975979381e+01
2.348556074173854213e+01 2.358892430730305989e+01
2.157699866761391050e+01 2.168036223317842826e+01
2.349842945024238716e+01 2.360179301580690492e+01
2.157534363572075975e+01 2.167870720128527751e+01
2.351209048421994297e+01 2.361545404978446072e+01
2.157383750593793437e+01 2.167720107150245212e+01
2.352657050938184469e+01 2.362993407494636244e+01
2.157249445205428984e+01 2.167585801761880759e+01
2.354189185892422032e+01 2.364525542448873807e+01
2.157132984783530461e+01 2.167469341339982236e+01
2.355807835592186805e+01 2.366144192148638581e+01
2.157036200172513318e+01 2.167372556728965094e+01
2.357515713707499927e+01 2.367852070263951703e+01
2.156961306464831196e+01 2.167297663021282972e+01
2.359316059936144327e+01 2.369652416492596103e+01
2.156910989240602206e+01 2.167247345797053981e+01
2.361212674793323529e+01 2.371549031349775305e+01
2.156888441394157852e+01 2.167224797950609627e+01
2.363209968827904461e+01 2.373546325384356237e+01
2.156897437196852607e+01 2.167233793753304383e+01
2.365312968737972099e+01 2.375649325294423875e+01
2.156942353580845761e+01 2.167278710137297537e+01
2.367527327063944043e+01 2.377863683620395818e+01
2.157028260897844874e+01 2.167364617454296649e+01
2.369859376687435670e+01 2.380195733243887446e+01
2.157160965494401594e+01 2.167497322050853370e+01
2.372316164881327794e+01 2.382652521437779569e+01
2.157347139287704252e+01 2.167683495844156027e+01
2.374905501451903334e+01 2.385241858008355109e+01
2.157594382903596752e+01 2.167930739460048528e+01
2.377636049265440832e+01 2.387972405821892607e+01
2.157911393475862738e+01 2.168247750032314514e+01
2.380517401807582090e+01 2.390853758364033865e+01
5.870182327352398488e+01 5.880518683908849908e+01
3.673993510951623875e+01 3.684329867508076006e+01
1.094201093043648498e+01 1.104537449600100274e+01
